ID,Ground Truth,Noised Signal,Model Output,,,Error
8935,-0.547446384,-1.353914141,-0.418613791,,,-0.128832593
8936,-0.549022818,-0.713939797,-0.420775354,,,-0.128247464
8937,-0.550597301,0.333857476,-0.411391497,,,-0.139205804
8938,-0.552169829,-0.180701501,-0.40776664,,,-0.144403189
8939,-0.553740394,0.126361539,-0.400730491,,,-0.153009903
8940,-0.555308992,-0.225729664,-0.397711635,,,-0.157597357
8941,-0.556875617,0.026254535,-0.391860783,,,-0.165014834
8942,-0.558440263,-0.827336612,-0.395774066,,,-0.162666197
8943,-0.560002925,-0.475813203,-0.395642102,,,-0.164360823
8944,-0.561563597,0.350918318,-0.386089444,,,-0.175474153
8945,-0.563122274,-0.798424411,-0.389784753,,,-0.173337521
8946,-0.56467895,-1.374964427,-0.399928629,,,-0.164750321
8947,-0.56623362,-0.620025268,-0.401360869,,,-0.164872751
8948,-0.567786278,-1.026641964,-0.407314301,,,-0.160471977
8949,-0.569336919,-0.58683208,-0.408259094,,,-0.161077825
8950,-0.570885536,-0.460357884,-0.407782733,,,-0.163102803
8951,-0.572432126,-1.474317664,-0.418517649,,,-0.153914477
8952,-0.573976681,-1.220448321,-0.42619276,,,-0.147783921
8953,-0.575519197,0.927617901,-0.410250783,,,-0.165268414
8954,-0.577059668,-0.439676588,-0.409518123,,,-0.167541545
8955,-0.578598089,-0.42887384,-0.408674896,,,-0.169923193
8956,-0.580134454,-0.555240749,-0.409247816,,,-0.170886638
8957,-0.581668758,0.464182697,-0.398405015,,,-0.183263743
8958,-0.583200995,-0.48779278,-0.398371637,,,-0.184829358
8959,-0.58473116,-1.518681717,-0.40987432,,,-0.17485684
8960,-0.586259248,-1.462252895,-0.420416057,,,-0.165843191
8961,-0.587785252,-0.341714389,-0.41847837,,,-0.169306882
8962,-0.589309168,-0.357463953,-0.416735828,,,-0.17257334
8963,-0.59083099,-1.341528437,-0.425770164,,,-0.165060826
8964,-0.592350713,-0.535316774,-0.42587477,,,-0.166475943
8965,-0.593868332,0.507082943,-0.414581776,,,-0.179286556
8966,-0.59538384,0.096298955,-0.407851875,,,-0.187531965
8967,-0.596897232,-0.028064283,-0.402549446,,,-0.194347786
8968,-0.598408504,-0.864603437,-0.406671762,,,-0.191736742
8969,-0.59991765,-0.867788877,-0.410747886,,,-0.189169764
8970,-0.601424664,-0.618197931,-0.411986887,,,-0.189437777
8971,-0.602929542,-0.824232582,-0.415478408,,,-0.187451134
8972,-0.604432277,-0.687564807,-0.417404592,,,-0.187027685
8973,-0.605932864,-1.303484491,-0.426008344,,,-0.17992452
8974,-0.607431299,0.154172776,-0.418594658,,,-0.188836641
8975,-0.608927575,-0.188674626,-0.414993525,,,-0.19393405
8976,-0.610421688,-2.284826779,-0.434252381,,,-0.176169307
8977,-0.611913632,-0.311917435,-0.431840479,,,-0.180073153
8978,-0.613403402,-0.241764436,-0.42869699,,,-0.184706412
8979,-0.614890992,-1.002896483,-0.433788657,,,-0.181102335
8980,-0.616376398,-1.229663261,-0.441176653,,,-0.175199745
8981,-0.617859613,-0.276280561,-0.438313603,,,-0.17954601
8982,-0.619340633,-1.514069848,-0.44857198,,,-0.170768653
8983,-0.620819453,-0.859739494,-0.45174545,,,-0.169074003
8984,-0.622296067,-0.896939412,-0.455243945,,,-0.167052122
8985,-0.62377047,-0.904762535,-0.458754241,,,-0.165016229
8986,-0.625242656,-1.128012057,-0.464477658,,,-0.160764998
8987,-0.626712621,-1.227830446,-0.471075833,,,-0.155636788
8988,-0.62818036,-0.47675556,-0.469964385,,,-0.158215975
8989,-0.629645866,-1.432634217,-0.478470385,,,-0.151175481
8990,-0.631109135,-1.589412513,-0.488273919,,,-0.142835216
8991,-0.632570162,-0.333144591,-0.485543489,,,-0.147026673
8992,-0.634028941,0.723085898,-0.47229743,,,-0.161731511
8993,-0.635485468,-1.237892123,-0.478801072,,,-0.156684396
8994,-0.636939736,-0.825290111,-0.481063724,,,-0.155876012
8995,-0.638391742,0.561453203,-0.469417393,,,-0.168974349
8996,-0.639841479,-0.901519354,-0.472617149,,,-0.16722433
8997,-0.641288943,-1.196200255,-0.478697598,,,-0.162591345
8998,-0.642734128,-1.319624245,-0.485845983,,,-0.156888145
8999,-0.64417703,-1.605713889,-0.495580018,,,-0.148597012
9000,-0.645617643,-1.23380776,-0.501466036,,,-0.144151607
9001,-0.647055962,-0.637011469,-0.5015288,,,-0.145527162
9002,-0.648491981,-0.644456857,-0.501661956,,,-0.146830025
9003,-0.649925697,-0.128653727,-0.496839583,,,-0.153086114
9004,-0.651357104,-0.803049779,-0.4985677,,,-0.152789404
9005,-0.652786196,-0.312422202,-0.49554193,,,-0.157244266
9006,-0.654212969,0.268083296,-0.486870766,,,-0.167342203
9007,-0.655637417,-0.173153351,-0.482572734,,,-0.173064683
9008,-0.657059536,-0.656469817,-0.483101189,,,-0.173958347
9009,-0.658479321,-1.167994927,-0.488651454,,,-0.169827867
9010,-0.659896765,-1.162534594,-0.494017601,,,-0.165879164
9011,-0.661311865,-1.653633714,-0.50395453,,,-0.157357335
9012,-0.662724616,0.334920009,-0.494648099,,,-0.168076517
9013,-0.664135011,-0.317759199,-0.491708875,,,-0.172426136
9014,-0.665543047,-1.332421612,-0.498639107,,,-0.16690394
9015,-0.666948719,-0.591535062,-0.498305023,,,-0.168643696
9016,-0.66835202,-1.133358788,-0.503166735,,,-0.165185285
9017,-0.669752947,-0.933992057,-0.506029963,,,-0.163722984
9018,-0.671151494,-2.542014613,-0.523798287,,,-0.147353207
9019,-0.672547657,-1.304514389,-0.52963835,,,-0.142909307
9020,-0.67394143,-1.253214709,-0.534870803,,,-0.139070627
9021,-0.675332808,-0.800265319,-0.535936713,,,-0.139396095
9022,-0.676721787,-0.978150732,-0.538572311,,,-0.138149476
9023,-0.678108362,-1.750584555,-0.547953665,,,-0.130154697
9024,-0.679492527,-1.284687572,-0.553016186,,,-0.126476341
9025,-0.680874277,-0.979232997,-0.555334508,,,-0.125539769
9026,-0.682253609,-0.367335098,-0.552340627,,,-0.129912982
9027,-0.683630517,-0.636068758,-0.551705956,,,-0.131924561
9028,-0.685004995,-0.079058659,-0.546219587,,,-0.138785408
9029,-0.68637704,0.65741003,-0.534175277,,,-0.152201763
9030,-0.687746646,-0.920584947,-0.536330283,,,-0.151416363
9031,-0.689113808,-0.993294459,-0.539092958,,,-0.15002085
9032,-0.690478522,-0.177936815,-0.534533739,,,-0.155944783
9033,-0.691840783,-0.485152721,-0.532773912,,,-0.159066871
9034,-0.693200585,-1.715234012,-0.542033136,,,-0.151167449
9035,-0.694557925,-1.268002142,-0.547094941,,,-0.147462984
9036,-0.695912797,-0.657011381,-0.546711326,,,-0.149201471
9037,-0.697265196,-0.378707423,-0.543887019,,,-0.153378177
9038,-0.698615117,-1.03777933,-0.546891987,,,-0.15172313
9039,-0.699962557,-1.040646899,-0.549861372,,,-0.150101185
9040,-0.701307509,0.668633688,-0.537754953,,,-0.163552556
9041,-0.70264997,-1.221525307,-0.54251039,,,-0.16013958
9042,-0.703989934,-1.620624143,-0.550634146,,,-0.153355788
9043,-0.705327397,-0.360884092,-0.54762131,,,-0.157706087
9044,-0.706662353,-0.140680343,-0.542691648,,,-0.163970705
9045,-0.707994799,-0.266900124,-0.53890717,,,-0.169087629
9046,-0.70932473,-0.909962285,-0.540881217,,,-0.168443513
9047,-0.71065214,-0.16812255,-0.536225438,,,-0.174426702
9048,-0.711977025,-0.658961414,-0.536006033,,,-0.175970992
9049,-0.71329938,-1.445373841,-0.54278338,,,-0.170516
9050,-0.714619201,-1.442654865,-0.549350619,,,-0.165268582
9051,-0.715936483,-0.60357318,-0.548470914,,,-0.167465569
9052,-0.717251221,-0.350964115,-0.545388281,,,-0.17186294
9053,-0.718563411,-0.721754978,-0.545596242,,,-0.172967169
9054,-0.719873048,-1.48372627,-0.552442253,,,-0.167430795
9055,-0.721180126,-1.280767154,-0.557361364,,,-0.163818762
9056,-0.722484643,-0.09481688,-0.551996529,,,-0.170488114
9057,-0.723786592,-0.898301659,-0.553635776,,,-0.170150816
9058,-0.72508597,-0.790926648,-0.554321527,,,-0.170764443
9059,-0.726382772,-0.778329404,-0.55488807,,,-0.171494702
9060,-0.727676992,-1.630893913,-0.562722325,,,-0.164954667
9061,-0.728968627,-2.309494323,-0.575935721,,,-0.153032906
9062,-0.730257673,-1.638713952,-0.583196878,,,-0.147060795
9063,-0.731544123,-0.753100649,-0.583130002,,,-0.148414121
9064,-0.732827974,0.150010501,-0.575691938,,,-0.157136036
9065,-0.734109222,-0.157180491,-0.570799351,,,-0.163309871
9066,-0.735387861,-1.437340048,-0.576564372,,,-0.158823489
9067,-0.736663887,-1.305636053,-0.581106365,,,-0.155557522
9068,-0.737937296,-1.80264666,-0.589521408,,,-0.148415888
9069,-0.739208083,-1.145037088,-0.592482686,,,-0.146725397
9070,-0.740476243,-0.904148463,-0.593482733,,,-0.14699351
9071,-0.741741773,-0.695253577,-0.592816055,,,-0.148925718
9072,-0.743004667,-0.578982778,-0.591235042,,,-0.151769625
9073,-0.744264921,-1.364857448,-0.595891476,,,-0.148373445
9074,-0.745522531,-1.332856968,-0.600183845,,,-0.145338686
9075,-0.746777491,-0.558444313,-0.598366141,,,-0.14841135
9076,-0.748029799,-0.625536648,-0.597092509,,,-0.15093729
9077,-0.749279449,-0.339438575,-0.593578756,,,-0.155700693
9078,-0.750526436,-0.897837525,-0.594511032,,,-0.156015404
9079,-0.751770757,-1.076402611,-0.596830487,,,-0.15494027
9080,-0.753012407,-0.178123476,-0.592041135,,,-0.160971272
9081,-0.754251381,-0.188071759,-0.587346256,,,-0.166905125
9082,-0.755487675,-0.573861907,-0.585781991,,,-0.169705684
9083,-0.756721285,-0.644266689,-0.58480233,,,-0.171918955
9084,-0.757952206,-1.40933281,-0.589973211,,,-0.167978995
9085,-0.759180435,0.058315472,-0.583296418,,,-0.175884017
9086,-0.760405966,-0.862528081,-0.584112525,,,-0.176293441
9087,-0.761628795,-1.828061442,-0.592629731,,,-0.168999064
9088,-0.762848918,-2.06308067,-0.602684975,,,-0.160163943
9089,-0.76406633,-0.403907715,-0.599640965,,,-0.164425365
9090,-0.765281028,-0.148614363,-0.594610929,,,-0.170670099
9091,-0.766493007,-1.143067669,-0.597450614,,,-0.169042393
9092,-0.767702262,-1.639194174,-0.604072571,,,-0.163629691
9093,-0.76890879,-0.13012568,-0.598888397,,,-0.170020393
9094,-0.770112585,-1.571026877,-0.604943991,,,-0.165168594
9095,-0.771313645,0.574491844,-0.594236016,,,-0.177077629
9096,-0.772511964,-0.128267249,-0.58905673,,,-0.183455234
9097,-0.773707538,-2.210572768,-0.600393534,,,-0.173314004
9098,-0.774900363,0.524001258,-0.590036929,,,-0.184863434
9099,-0.776090435,-0.015244587,-0.583955109,,,-0.192135326
9100,-0.777277749,-1.874901466,-0.592847943,,,-0.184429806
9101,-0.778462302,-1.393690709,-0.597689748,,,-0.180772554
9102,-0.779644088,-2.259418886,-0.60905391,,,-0.170590178
9103,-0.780823105,-0.993123103,-0.610461712,,,-0.170361393
9104,-0.781999347,-1.651819068,-0.616795361,,,-0.165203986
9105,-0.783172811,-1.269122215,-0.62011838,,,-0.163054431
9106,-0.784343492,-0.060075302,-0.614383817,,,-0.169959675
9107,-0.785511386,-1.435497708,-0.618998528,,,-0.166512858
9108,-0.78667649,-0.646586113,-0.61765933,,,-0.16901716
9109,-0.787838798,-1.007296289,-0.619022965,,,-0.168815833
9110,-0.788998307,-0.728654185,-0.618294775,,,-0.170703532
9111,-0.790155012,-1.524129558,-0.623461843,,,-0.166693169
9112,-0.791308911,-1.002959918,-0.624692798,,,-0.166616113
9113,-0.792459997,-1.48710646,-0.629420996,,,-0.163039001
9114,-0.793608268,-1.837986478,-0.636526465,,,-0.157081803
9115,-0.794753719,-0.675368633,-0.635208368,,,-0.159545351
9116,-0.795896347,-1.304702974,-0.638378203,,,-0.157518144
9117,-0.797036146,-0.7629107,-0.637660742,,,-0.159375404
9118,-0.798173114,-0.91142297,-0.638003945,,,-0.160169169
9119,-0.799307246,-0.960403133,-0.638688207,,,-0.160619039
9120,-0.800438537,-2.34100138,-0.648967981,,,-0.151470556
9121,-0.801566985,-1.170780978,-0.650920272,,,-0.150646713
9122,-0.802692585,-1.232787391,-0.653255939,,,-0.149436646
9123,-0.803815332,-1.430737524,-0.656876683,,,-0.146938649
9124,-0.804935224,-1.720790315,-0.66233623,,,-0.142598994
9125,-0.806052256,-1.187508993,-0.664143085,,,-0.141909171
9126,-0.807166423,-0.498127896,-0.661369443,,,-0.14579698
9127,-0.808277723,-0.764030705,-0.660387754,,,-0.147889969
9128,-0.809386151,-0.908404236,-0.660379291,,,-0.14900686
9129,-0.810491703,-1.344222249,-0.663259804,,,-0.147231899
9130,-0.811594376,-0.945124117,-0.663453341,,,-0.148141035
9131,-0.812694164,-0.917476086,-0.663461626,,,-0.149232538
9132,-0.813791066,-1.482948937,-0.667181015,,,-0.146610051
9133,-0.814885076,-0.737433008,-0.665959477,,,-0.148925599
9134,-0.81597619,-0.008068416,-0.659923911,,,-0.156052279
9135,-0.817064405,-1.04199561,-0.660811007,,,-0.156253398
9136,-0.818149717,-0.640518526,-0.659011483,,,-0.159138234
9137,-0.819232123,-0.217594884,-0.654377699,,,-0.164854424
9138,-0.820311617,-0.234760953,-0.649868131,,,-0.170443486
9139,-0.821388197,-1.148285029,-0.651649415,,,-0.169738782
9140,-0.822461858,-1.41141273,-0.655178249,,,-0.167283609
9141,-0.823532598,-0.905962429,-0.655227304,,,-0.168305294
9142,-0.824600411,-1.16589735,-0.657026172,,,-0.167574239
9143,-0.825665294,-1.383878027,-0.660244942,,,-0.165420352
9144,-0.826727244,-1.064828272,-0.661278486,,,-0.165448758
9145,-0.827786256,-0.172034505,-0.656335354,,,-0.171450902
9146,-0.828842327,-1.728015941,-0.661858022,,,-0.166984305
9147,-0.829895453,-0.753408665,-0.660800099,,,-0.169095354
9148,-0.83094563,-0.059866641,-0.655100346,,,-0.175845284
9149,-0.831992856,-1.002393736,-0.655801237,,,-0.176191619
9150,-0.833037125,-0.807874162,-0.655179679,,,-0.177857446
9151,-0.834078434,-0.903464258,-0.655211926,,,-0.178866508
9152,-0.835116779,-1.454124844,-0.658941984,,,-0.176174795
9153,-0.836152158,0.367079766,-0.650329709,,,-0.185822449
9154,-0.837184565,-0.376393844,-0.64680779,,,-0.190376775
9155,-0.838213998,-0.167635444,-0.641843855,,,-0.196370143
9156,-0.839240453,-0.433333851,-0.638764918,,,-0.200475535
9157,-0.840263925,-1.542307171,-0.643514991,,,-0.196748934
9158,-0.841284413,-0.638168998,-0.641862869,,,-0.199421544
9159,-0.842301911,-2.08408415,-0.650257587,,,-0.192044324
9160,-0.843316416,-1.925052428,-0.657283664,,,-0.186032752
9161,-0.844327926,0.104234699,-0.65045774,,,-0.193870186
9162,-0.845336435,-1.226603788,-0.652760506,,,-0.192575929
9163,-0.84634194,-0.869697534,-0.652597785,,,-0.193744155
9164,-0.847344439,-1.586079271,-0.657278419,,,-0.19006602
9165,-0.848343927,-0.422955919,-0.654040754,,,-0.194303173
9166,-0.8493404,-0.749461493,-0.653044701,,,-0.196295699
9167,-0.850333856,-0.659478573,-0.651446819,,,-0.198887037
9168,-0.851324291,-1.581903142,-0.656130075,,,-0.195194216
9169,-0.852311701,-0.669083433,-0.654567122,,,-0.197744579
9170,-0.853296082,-1.424265495,-0.658112884,,,-0.195183198
9171,-0.854277432,-0.542082652,-0.655675113,,,-0.198602319
9172,-0.855255746,-0.474221012,-0.652794719,,,-0.202461027
9173,-0.856231022,-0.895673644,-0.652807951,,,-0.203423071
9174,-0.857203255,-2.026265328,-0.660423756,,,-0.196779499
9175,-0.858172443,-1.044285057,-0.661317885,,,-0.196854558
9176,-0.859138581,-1.099918729,-0.662565231,,,-0.19657335
9177,-0.860101667,-1.34989514,-0.66543448,,,-0.194667187
9178,-0.861061697,-1.122440636,-0.666756988,,,-0.194304709
9179,-0.862018668,-1.605108264,-0.67118454,,,-0.190834128
9180,-0.862972576,-0.472516796,-0.66820085,,,-0.194771726
9181,-0.863923417,0.101390417,-0.661446571,,,-0.202476846
9182,-0.864871189,-1.756707024,-0.667007327,,,-0.197863862
9183,-0.865815888,-1.280126675,-0.669326544,,,-0.196489344
9184,-0.866757511,-0.078035172,-0.663762569,,,-0.202994942
9185,-0.867696054,-1.712265809,-0.668966413,,,-0.198729641
9186,-0.868631514,-1.652564478,-0.673639476,,,-0.194992038
9187,-0.869563888,-1.068161018,-0.674470186,,,-0.195093702
9188,-0.870493173,-1.205121193,-0.676159322,,,-0.194333851
9189,-0.871419364,-1.833664789,-0.6817711,,,-0.189648264
9190,-0.872342459,-0.067700965,-0.67616564,,,-0.196176819
9191,-0.873262455,-1.737228245,-0.681173444,,,-0.192089011
9192,-0.874179348,-1.3908725,-0.683892787,,,-0.190286561
9193,-0.875093135,-0.520505884,-0.681141973,,,-0.193951162
9194,-0.876003812,-1.940806025,-0.687262595,,,-0.188741217
9195,-0.876911378,-0.42533484,-0.683900952,,,-0.193010426
9196,-0.877815827,-0.418448367,-0.680509925,,,-0.197305902
9197,-0.878717157,-0.660898181,-0.678666949,,,-0.200050208
9198,-0.879615366,-0.730588362,-0.677282214,,,-0.202333152
9199,-0.880510449,-0.826486615,-0.676521242,,,-0.203989207
9200,-0.881402404,-1.527045801,-0.680200696,,,-0.201201708
9201,-0.882291226,-0.54464378,-0.67762512,,,-0.204666106
9202,-0.883176915,-1.401633677,-0.680490613,,,-0.202686302
9203,-0.884059465,-0.843440172,-0.679798245,,,-0.20426122
9204,-0.884938874,-0.913151938,-0.679553509,,,-0.205385365
9205,-0.885815138,-1.271028588,-0.681559324,,,-0.204255814
9206,-0.886688256,-0.76036577,-0.68033278,,,-0.206355476
9207,-0.887558223,-0.632393589,-0.678311229,,,-0.209246994
9208,-0.888425036,-1.733032438,-0.683231533,,,-0.205193503
9209,-0.889288693,-0.925914118,-0.683020532,,,-0.206268161
9210,-0.89014919,-1.13186383,-0.684094191,,,-0.206054999
9211,-0.891006524,-0.32782173,-0.680133283,,,-0.210873241
9212,-0.891860693,0.102314693,-0.673436105,,,-0.218424588
9213,-0.892711692,-1.149839649,-0.674792051,,,-0.217919641
9214,-0.89355952,-1.226739872,-0.676612258,,,-0.216947262
9215,-0.894404173,-0.70824696,-0.675106049,,,-0.219298124
9216,-0.895245648,-0.95656022,-0.675201595,,,-0.220044053
9217,-0.896083943,-1.060193209,-0.675955892,,,-0.220128051
9218,-0.896919053,-0.152047007,-0.670882642,,,-0.226036411
9219,-0.897750977,-0.814566284,-0.67012167,,,-0.227629307
9220,-0.89857971,-0.944470917,-0.670211315,,,-0.228368395
9221,-0.899405252,-1.066375155,-0.671087384,,,-0.228317868
9222,-0.900227597,-0.631860128,-0.6691401,,,-0.231087497
9223,-0.901046744,-0.185634636,-0.664285183,,,-0.236761561
9224,-0.901862689,-0.067916197,-0.658646226,,,-0.243216463
9225,-0.902675431,-0.616289276,-0.65670383,,,-0.245971601
9226,-0.903484964,-1.371131733,-0.659844756,,,-0.243640208
9227,-0.904291288,-2.461537808,-0.670045316,,,-0.234245972
9228,-0.905094399,-2.150219862,-0.677852094,,,-0.227242305
9229,-0.905894294,-0.949820229,-0.677865624,,,-0.22802867
9230,-0.90669097,-1.552898636,-0.681673229,,,-0.225017741
9231,-0.907484425,-0.907358799,-0.681367159,,,-0.226117266
9232,-0.908274655,-0.230372563,-0.676795304,,,-0.231479351
9233,-0.909061658,-1.267017499,-0.678830981,,,-0.230230677
9234,-0.909845431,-1.270236968,-0.680846214,,,-0.228999217
9235,-0.910625972,-1.306282899,-0.683045983,,,-0.227579989
9236,-0.911403277,-0.293060115,-0.678868592,,,-0.232534685
9237,-0.912177343,-1.180081065,-0.680317283,,,-0.23186006
9238,-0.912948169,-1.403884163,-0.683136225,,,-0.229811944
9239,-0.913715751,-1.045267538,-0.683669627,,,-0.230046124
9240,-0.914480086,-0.472309461,-0.680618048,,,-0.233862038
9241,-0.915241173,-0.028079748,-0.674757481,,,-0.240483692
9242,-0.915999007,-1.515020584,-0.678404391,,,-0.237594616
9243,-0.916753587,-1.123426397,-0.67950511,,,-0.237248477
9244,-0.917504909,-1.106538917,-0.68048048,,,-0.237024429
9245,-0.918252972,-0.691157359,-0.678829074,,,-0.239423898
9246,-0.918997772,-0.462942771,-0.675742924,,,-0.243254848
9247,-0.919739306,-0.159669888,-0.670719028,,,-0.249020278
9248,-0.920477573,-1.612659336,-0.67508924,,,-0.245388333
9249,-0.921212569,-2.079567285,-0.682272077,,,-0.238940492
9250,-0.921944292,-0.65745399,-0.680392504,,,-0.241551788
9251,-0.92267274,-2.315617623,-0.688839674,,,-0.233833066
9252,-0.923397909,-1.328974517,-0.691014171,,,-0.232383738
9253,-0.924119797,-1.739374821,-0.695614219,,,-0.228505578
9254,-0.924838402,-0.667445664,-0.693684042,,,-0.23115436
9255,-0.925553721,-2.537220541,-0.702920079,,,-0.222633642
9256,-0.926265751,-0.516608695,-0.700040102,,,-0.226225649
9257,-0.92697449,-1.085821516,-0.700553715,,,-0.226420775
9258,-0.927679936,-0.461004979,-0.697354436,,,-0.2303255
9259,-0.928382085,-1.200746206,-0.698593915,,,-0.22978817
9260,-0.929080936,-0.919172839,-0.698140383,,,-0.230940553
9261,-0.929776486,-1.770160564,-0.702722549,,,-0.227053937
9262,-0.930468732,-1.406226815,-0.705064654,,,-0.225404078
9263,-0.931157672,-2.622614754,-0.714306593,,,-0.216851079
9264,-0.931843304,-1.80795027,-0.718648911,,,-0.213194393
9265,-0.932525625,-1.312170289,-0.720134616,,,-0.212391009
9266,-0.933204633,-0.930616456,-0.719480872,,,-0.213723761
9267,-0.933880324,-1.032872694,-0.719403386,,,-0.214476938
9268,-0.934552698,-0.28017049,-0.715115428,,,-0.21943727
9269,-0.935221751,-1.456919169,-0.717478931,,,-0.21774282
9270,-0.935887482,-0.86481637,-0.716488242,,,-0.21939924
9271,-0.936549887,-0.41112835,-0.712944627,,,-0.22360526
9272,-0.937208964,-0.347193075,-0.709043264,,,-0.2281657
9273,-0.937864712,-0.888623193,-0.708283305,,,-0.229581407
9274,-0.938517127,-2.35234711,-0.715871096,,,-0.222646031
9275,-0.939166207,-1.071491115,-0.716060996,,,-0.223105211
9276,-0.939811951,-0.658144212,-0.713918924,,,-0.225893027
9277,-0.940454356,-1.622287336,-0.717235088,,,-0.223219268
9278,-0.941093419,-1.259976367,-0.718457103,,,-0.222636316
9279,-0.941729138,-1.669221092,-0.721919835,,,-0.219809303
9280,-0.942361511,-0.394476262,-0.718269885,,,-0.224091626
9281,-0.942990536,-1.552862613,-0.721095443,,,-0.221895093
9282,-0.94361621,-0.267010315,-0.716733813,,,-0.226882397
9283,-0.944238532,-0.80664309,-0.715423942,,,-0.22881459
9284,-0.944857499,-1.99815509,-0.72078824,,,-0.224069259
9285,-0.945473108,-1.179894056,-0.721504748,,,-0.22396836
9286,-0.946085359,-1.137061097,-0.721973777,,,-0.224111582
9287,-0.946694248,-0.915969414,-0.721217036,,,-0.225477212
9288,-0.947299773,-0.889645707,-0.720323443,,,-0.22697633
9289,-0.947901932,-0.508199323,-0.717313766,,,-0.230588166
9290,-0.948500724,-1.209269458,-0.718251765,,,-0.230248959
9291,-0.949096145,-1.60135126,-0.721345246,,,-0.227750899
9292,-0.949688194,0.030745289,-0.715311766,,,-0.234376428
9293,-0.950276869,-0.575084931,-0.712704062,,,-0.237572807
9294,-0.950862167,0.033691675,-0.706605077,,,-0.24425709
9295,-0.951444087,-1.046335912,-0.706787944,,,-0.244656143
9296,-0.952022627,-1.603557711,-0.710175037,,,-0.24184759
9297,-0.952597784,-2.086199618,-0.716199994,,,-0.23639779
9298,-0.953169556,-0.947839139,-0.715690374,,,-0.237479182
9299,-0.953737942,-1.604885693,-0.718865871,,,-0.234872071
9300,-0.954302939,-0.83280169,-0.717681289,,,-0.23662165
9301,-0.954864545,-0.53521253,-0.714835346,,,-0.240029199
9302,-0.955422758,-1.619811838,-0.718114972,,,-0.237307786
9303,-0.955977577,-0.604145125,-0.715654731,,,-0.240322846
9304,-0.956528999,-0.728461876,-0.713913679,,,-0.24261532
9305,-0.957077023,-1.812877172,-0.718294382,,,-0.238782641
9306,-0.957621646,-1.07139348,-0.718448162,,,-0.239173484
9307,-0.958162867,-0.602161908,-0.715974808,,,-0.242188059
9308,-0.958700683,-1.745545988,-0.719924212,,,-0.238776471
9309,-0.959235093,-0.228928364,-0.715348244,,,-0.243886849
9310,-0.959766094,-0.899092436,-0.714574337,,,-0.245191757
9311,-0.960293686,-2.107727929,-0.720572233,,,-0.239721453
9312,-0.960817865,-1.655599553,-0.723906457,,,-0.236911408
9313,-0.961338631,-1.268000148,-0.725052416,,,-0.236286215
9314,-0.961855981,-0.019528997,-0.719320476,,,-0.242535505
9315,-0.962369913,-0.851644643,-0.718236327,,,-0.244133586
9316,-0.962880427,-1.139053564,-0.718767762,,,-0.244112665
9317,-0.963387519,-0.242832741,-0.71426928,,,-0.249118239
9318,-0.963891188,-0.555813632,-0.711557627,,,-0.252333561
9319,-0.964391432,-0.118193582,-0.706334293,,,-0.258057139
9320,-0.964888249,-0.691266955,-0.704457402,,,-0.260430847
9321,-0.965381639,-1.299751877,-0.706145167,,,-0.259236472
9322,-0.965871598,-1.093171879,-0.706606269,,,-0.259265329
9323,-0.966358126,-2.897464194,-0.717321992,,,-0.249036134
9324,-0.96684122,-0.317949516,-0.713248849,,,-0.253592371
9325,-0.967320879,-0.415410906,-0.709738612,,,-0.257582267
9326,-0.9677971,-1.778072976,-0.714040816,,,-0.253756284
9327,-0.968269884,-1.48651839,-0.716593564,,,-0.25167632
9328,-0.968739226,-2.013913719,-0.722007632,,,-0.246731594
9329,-0.969205127,-1.828616313,-0.726246655,,,-0.242958472
9330,-0.969667585,-0.712906627,-0.724333405,,,-0.24533418
9331,-0.970126596,-1.231191044,-0.725271225,,,-0.244855371
9332,-0.970582162,-1.242118939,-0.726252198,,,-0.244329964
9333,-0.971034278,-0.976956427,-0.725778103,,,-0.245256175
9334,-0.971482944,-1.183490663,-0.726432264,,,-0.24505068
9335,-0.971928159,-0.874246845,-0.725397348,,,-0.246530811
9336,-0.97236992,-0.138834118,-0.72032845,,,-0.25204147
9337,-0.972808227,-1.733785168,-0.724096775,,,-0.248711452
9338,-0.973243077,-1.641744037,-0.727267861,,,-0.245975216
9339,-0.973674469,-1.712432245,-0.730739176,,,-0.242935293
9340,-0.974102401,-0.959712032,-0.730116844,,,-0.243985557
9341,-0.974526873,-0.510923339,-0.727082849,,,-0.247444024
9342,-0.974947882,-1.908038736,-0.731603205,,,-0.243344677
9343,-0.975365427,-1.077991432,-0.731601596,,,-0.243763831
9344,-0.975779506,-1.330094755,-0.732940555,,,-0.242838951
9345,-0.976190118,-0.822214714,-0.731559873,,,-0.244630245
9346,-0.976597262,-1.05989687,-0.731462359,,,-0.245134903
9347,-0.977000936,-1.663336306,-0.734567106,,,-0.24243383
9348,-0.977401139,-2.060270217,-0.739659786,,,-0.237741353
9349,-0.977797869,-0.61709449,-0.737146735,,,-0.240651134
9350,-0.978191124,-0.57933891,-0.734447956,,,-0.243743168
9351,-0.978580904,0.169842956,-0.727744222,,,-0.250836682
9352,-0.978967207,-2.762503779,-0.736753464,,,-0.242213743
9353,-0.979350032,-2.014689969,-0.741542816,,,-0.237807216
9354,-0.979729377,-0.720280246,-0.739555001,,,-0.240174376
9355,-0.980105242,-2.17520445,-0.745075583,,,-0.235029659
9356,-0.980477623,-0.742987913,-0.743179083,,,-0.23729854
9357,-0.980846521,-1.215329143,-0.743719578,,,-0.237126943
9358,-0.981211934,-0.50788984,-0.740621626,,,-0.240590308
