Time,Ground Truth,Noised Signal,Model Output
0.038724,0.087539704,-0.000408274,0.050159577
0.038725,0.087630668,0.090941502,0.049877636
0.038726,0.087721321,0.098239054,0.050086997
0.038727,0.087811662,0.052593066,0.05031636
0.038728,0.087901691,0.034809419,0.050316535
0.038729,0.087991407,0.015572828,0.050218675
0.03873,0.088080811,0.129015648,0.050007828
0.038731,0.088169903,0.023828621,0.050383594
0.038732,0.08825868,-0.038634443,0.050231241
0.038733,0.088347145,-0.010023605,0.049768783
0.038734,0.088435295,0.047573146,0.049476534
0.038735,0.088523131,0.057903013,0.049447365
0.038736,0.088610653,-0.026872937,0.049510092
0.038737,0.088697859,0.075697609,0.049087208
0.038738,0.088784751,-0.013397648,0.049236909
0.038739,0.088871327,0.08805279,0.048891701
0.03874,0.088957588,0.070907916,0.049066037
0.038741,0.089043532,-0.045460223,0.049176592
0.038742,0.08912916,0.142245116,0.048664011
0.038743,0.089214471,0.069971167,0.049145259
0.038744,0.089299465,0.077698416,0.049227513
0.038745,0.089384142,-0.037471546,0.049357515
0.038746,0.089468502,0.123953575,0.04890947
0.038747,0.089552543,0.059343185,0.049296159
0.038748,0.089636267,0.089678414,0.049315974
0.038749,0.089719672,0.090759828,0.049466997
0.03875,0.089802758,0.101365547,0.049663633
0.038751,0.089885525,-0.031019046,0.049933285
0.038752,0.089967972,0.123442691,0.049511723
0.038753,0.0900501,-0.01635263,0.049894594
0.038754,0.090131908,0.079335192,0.049572676
0.038755,0.090213396,0.00578705,0.049704485
0.038756,0.090294563,0.090871665,0.049484406
0.038757,0.09037541,0.063537194,0.049652301
0.038758,0.090455935,-0.0326332,0.049740255
0.038759,0.090536139,-0.003405921,0.049284935
0.03876,0.090616021,0.008954841,0.048987448
0.038761,0.090695581,0.07645328,0.048786324
0.038762,0.090774819,-0.002240061,0.048909076
0.038763,0.090853735,0.045901172,0.048625343
0.038764,0.090932327,0.073727157,0.048586391
0.038765,0.091010597,0.026425396,0.048727985
0.038766,0.091088543,-0.003773642,0.048631597
0.038767,0.091166166,0.03164415,0.048349261
0.038768,0.091243465,0.023157237,0.048260383
0.038769,0.091320439,0.093723921,0.04811785
0.03877,0.091397089,0.128917997,0.0483394
0.038771,0.091473414,-0.052658784,0.048698664
0.038772,0.091549415,0.157197144,0.048161332
0.038773,0.09162509,0.148370206,0.048724744
0.038774,0.091700439,0.150999693,0.049219131
0.038775,0.091775463,-0.018080215,0.049709152
0.038776,0.09185016,0.167870652,0.049375877
0.038777,0.091924531,0.115694414,0.049964234
0.038778,0.091998576,0.096675299,0.050289564
0.038779,0.092072294,0.131393349,0.050481886
0.03878,0.092145684,-0.012471571,0.050879821
0.038781,0.092218747,0.059049248,0.050549559
0.038782,0.092291483,-0.000467962,0.05058473
0.038783,0.09236389,0.199232645,0.050259884
0.038784,0.09243597,0.139683944,0.051019475
0.038785,0.092507721,-0.016134629,0.051462404
0.038786,0.092579143,0.057108062,0.051122196
0.038787,0.092650236,0.073276323,0.051137146
0.038788,0.092721,0.119113156,0.05125875
0.038789,0.092791435,0.107073952,0.051619593
0.03879,0.09286154,0.161928394,0.051864952
0.038791,0.092931315,0.052901921,0.052414179
0.038792,0.09300076,0.132209774,0.052396677
0.038793,0.093069875,0.019636044,0.05279268
0.038794,0.093138658,0.039370599,0.052612562
0.038795,0.093207111,0.067347251,0.052529827
0.038796,0.093275233,0.180146208,0.052619196
0.038797,0.093343023,0.135814473,0.05326876
0.038798,0.093410482,0.205522301,0.053704277
0.038799,0.093477609,0.021749718,0.054494329
0.0388,0.093544403,0.044277544,0.05433964
0.038801,0.093610865,0.08401651,0.054309174
0.038802,0.093676995,0.104361134,0.054454871
0.038803,0.093742792,0.054616328,0.05470977
0.038804,0.093808255,0.047572513,0.054708645
0.038805,0.093873386,-0.028637459,0.054680243
0.038806,0.093938183,0.1487442,0.054201402
0.038807,0.094002646,0.089671666,0.05464657
0.038808,0.094066775,0.063836795,0.054810964
0.038809,0.09413057,0.127502487,0.054851968
0.03881,0.09419403,0.159588326,0.055180497
0.038811,0.094257156,0.144455711,0.055687174
0.038812,0.094319947,0.016674939,0.056099817
0.038813,0.094382402,0.099902956,0.055879653
0.038814,0.094444523,0.113788982,0.056082059
0.038815,0.094506308,0.07728665,0.056379214
0.038816,0.094567757,0.074393713,0.056478508
0.038817,0.09462887,0.099273848,0.056553952
0.038818,0.094689646,0.112424158,0.05672181
0.038819,0.094750087,0.123977319,0.056994244
0.03882,0.09481019,0.175619465,0.057339594
0.038821,0.094869957,0.19651994,0.057956725
0.038822,0.094929387,0.034724476,0.058663264
0.038823,0.094988479,0.109286765,0.058516864
0.038824,0.095047234,0.179337849,0.058745269
0.038825,0.095105652,0.087526677,0.059332982
0.038826,0.095163731,0.148170963,0.059458427
0.038827,0.095221472,0.043028301,0.059905387
0.038828,0.095278875,0.15642659,0.059792295
0.038829,0.095335939,0.171975673,0.060269028
0.03883,0.095392665,0.085259523,0.060804747
0.038831,0.095449052,0.171740776,0.060933437
0.038832,0.095505099,0.063097114,0.061474107
0.038833,0.095560808,0.189590231,0.061479472
0.038834,0.095616176,0.050379674,0.062151052
0.038835,0.095671205,0.086039422,0.062108219
0.038836,0.095725894,0.034252855,0.062208474
0.038837,0.095780243,0.109010142,0.062033802
0.038838,0.095834252,0.109858701,0.062254116
0.038839,0.09588792,0.066934095,0.062472127
0.03884,0.095941247,0.115984077,0.062449209
0.038841,0.095994234,0.044371786,0.062710509
0.038842,0.096046879,0.092674541,0.062573612
0.038843,0.096099183,0.278744059,0.062714919
0.038844,0.096151146,0.185760266,0.063810103
0.038845,0.096202767,0.129564324,0.064391598
0.038846,0.096254046,0.119476793,0.064737104
0.038847,0.096304984,0.144216029,0.065005019
0.038848,0.096355579,0.237069276,0.065389588
0.038849,0.096405832,0.161427628,0.066258587
0.03885,0.096455742,0.166957262,0.06672848
0.038851,0.096505309,0.130348887,0.06723614
0.038852,0.096554534,0.126277197,0.067549735
0.038853,0.096603416,0.149351941,0.067839473
0.038854,0.096651954,0.13755502,0.06826432
0.038855,0.096700149,0.154274929,0.068623133
0.038856,0.096748,0.204467278,0.069046013
0.038857,0.096795508,0.20850158,0.069741197
0.038858,0.096842671,0.177577982,0.070450246
0.038859,0.096889491,-0.055062977,0.070967592
0.03886,0.096935966,0.196041589,0.070303671
0.038861,0.096982097,0.22214398,0.070955813
0.038862,0.097027883,0.209671844,0.07171455
0.038863,0.097073325,0.116419534,0.072403915
0.038864,0.097118422,0.131068792,0.072606958
0.038865,0.097163173,0.124934714,0.072876342
0.038866,0.09720758,0.099787705,0.073108718
0.038867,0.097251641,0.086467094,0.073187292
0.038868,0.097295356,0.200724805,0.073244438
0.038869,0.097338726,0.04821586,0.07387419
0.03887,0.09738175,0.104259336,0.073767923
0.038871,0.097424428,0.1528946,0.0739066
0.038872,0.097466759,0.119768251,0.074311838
0.038873,0.097508745,0.064243039,0.074543439
0.038874,0.097550384,0.147317195,0.074523002
0.038875,0.097591676,0.225062486,0.074873596
0.038876,0.097632622,0.213317514,0.075604893
0.038877,0.097673221,0.195317095,0.076306194
0.038878,0.097713472,0.152015393,0.076828517
0.038879,0.097753377,0.108801631,0.077189371
0.03888,0.097792934,0.126947518,0.077314675
0.038881,0.097832144,0.186397624,0.077539176
0.038882,0.097871006,0.158791294,0.078045756
0.038883,0.09790952,0.177815503,0.078412905
0.038884,0.097947687,0.17453443,0.078915074
0.038885,0.097985505,0.215096137,0.079358727
0.038886,0.098022976,0.080868075,0.080032393
0.038887,0.098060098,0.193765302,0.080000505
0.038888,0.098096871,0.170796129,0.080534235
0.038889,0.098133296,0.258652529,0.080966316
0.03889,0.098169373,0.177353778,0.081892788
0.038891,0.0982051,0.201002573,0.082389176
0.038892,0.098240479,0.227324073,0.082976654
0.038893,0.098275509,0.212178996,0.083683357
0.038894,0.098310189,0.090704035,0.084337659
0.038895,0.098344521,0.161172104,0.084350184
0.038896,0.098378502,0.19530859,0.084749714
0.038897,0.098412134,0.23331267,0.085285947
0.038898,0.098445417,0.175905358,0.086022094
0.038899,0.09847835,0.159828101,0.086480081
0.0389,0.098510933,0.183477993,0.086826429
0.038901,0.098543165,0.194192171,0.087314352
0.038902,0.098575048,0.246511151,0.08780162
0.038903,0.098606581,0.166330864,0.088574342
0.038904,0.098637763,0.22510694,0.088974953
0.038905,0.098668594,0.160485838,0.089616887
0.038906,0.098699075,0.147667713,0.089915261
0.038907,0.098729206,0.232874718,0.090207353
0.038908,0.098758985,0.164279196,0.090912119
0.038909,0.098788414,0.086911442,0.091245741
0.03891,0.098817492,0.093989752,0.091188759
0.038911,0.098846219,0.266067811,0.09120027
0.038912,0.098874594,0.204006665,0.092080057
0.038913,0.098902618,0.223027794,0.092635117
0.038914,0.098930291,0.14502266,0.093244925
0.038915,0.098957612,0.207010791,0.093441457
0.038916,0.098984581,0.177136301,0.094013333
0.038917,0.099011199,0.155191159,0.094377056
0.038918,0.099037465,0.261019272,0.094656661
0.038919,0.09906338,0.182471578,0.095488608
0.03892,0.099088942,0.213480219,0.095927075
0.038921,0.099114152,0.156621256,0.096491963
0.038922,0.09913901,0.241519183,0.096734241
0.038923,0.099163516,0.164228284,0.097431347
0.038924,0.099187669,0.165343909,0.097738922
0.038925,0.09921147,0.275173961,0.0980528
0.038926,0.099234919,0.169764116,0.098931149
0.038927,0.099258015,0.079861197,0.099240109
0.038928,0.099280758,0.234371644,0.099099822
0.038929,0.099303148,0.18939766,0.099795498
0.03893,0.099325186,0.198326445,0.100244716
0.038931,0.099346871,0.127724592,0.100700095
0.038932,0.099368202,0.244548989,0.100831345
0.038933,0.099389181,0.123450627,0.101539552
0.038934,0.099409807,0.250120059,0.101625741
0.038935,0.099430079,0.224610007,0.102322578
0.038936,0.099449998,0.131124055,0.10297285
0.038937,0.099469564,0.13574888,0.103114188
0.038938,0.099488776,0.222165155,0.103226468
0.038939,0.099507635,0.096193205,0.103804536
0.03894,0.09952614,0.153071169,0.103758797
0.038941,0.099544292,0.111791029,0.103979178
0.038942,0.09956209,0.137193966,0.104047492
0.038943,0.099579534,0.127690807,0.104245275
0.038944,0.099596624,0.236297094,0.104329333
0.038945,0.099613361,0.175376414,0.104959846
0.038946,0.099629743,0.216085574,0.105265394
0.038947,0.099645772,0.208969458,0.105826318
0.038948,0.099661447,0.214977137,0.106351659
0.038949,0.099676767,0.059714728,0.106891498
0.03895,0.099691733,0.148929933,0.106616922
0.038951,0.099706345,0.190399002,0.106821284
0.038952,0.099720603,0.064466322,0.107264385
0.038953,0.099734507,0.238838717,0.107066974
0.038954,0.099748056,0.099455076,0.107740678
0.038955,0.099761251,0.151424296,0.107687518
0.038956,0.099774091,0.189221884,0.107877858
0.038957,0.099786577,0.072401206,0.108275712
0.038958,0.099798708,0.070372673,0.108080588
0.038959,0.099810485,0.277582431,0.107875973
0.03896,0.099821907,0.085325242,0.108736627
0.038961,0.099832974,0.089874298,0.108589381
0.038962,0.099843686,0.074226916,0.108477458
0.038963,0.099854044,0.221949049,0.108291298
0.038964,0.099864047,0.133302987,0.108841717
0.038965,0.099873696,0.100316937,0.108924642
0.038966,0.099882989,0.137908844,0.108884111
0.038967,0.099891928,0.086090285,0.109034821
0.038968,0.099900511,0.18384195,0.108861409
0.038969,0.09990874,0.110163617,0.109218173
0.03897,0.099916613,0.070684659,0.109222874
0.038971,0.099924132,0.17817467,0.109035574
0.038972,0.099931296,0.215936609,0.109352373
0.038973,0.099938104,0.075312861,0.1099004
0.038974,0.099944558,0.159621622,0.1097112
0.038975,0.099950656,0.294884272,0.109937444
0.038976,0.099956399,0.064252345,0.110852018
0.038977,0.099961787,0.187693453,0.110576555
0.038978,0.09996682,0.111343831,0.110983633
0.038979,0.099971498,0.042068169,0.11098098
0.03898,0.09997582,0.079320923,0.110587463
0.038981,0.099979788,0.221086172,0.110410422
0.038982,0.0999834,0.148742106,0.110978469
0.038983,0.099986657,0.175278995,0.111189403
0.038984,0.099989558,0.227558997,0.111492485
0.038985,0.099992104,0.108230796,0.112058371
0.038986,0.099994295,0.185710906,0.11199747
0.038987,0.099996131,0.150012597,0.112362042
0.038988,0.099997612,0.115473362,0.112545304
0.038989,0.099998737,0.098398065,0.112528905
0.03899,0.099999507,0.134276465,0.112406716
0.038991,0.099999921,0.13504376,0.11248327
0.038992,0.09999998,0.131226847,0.112558521
0.038993,0.099999684,0.103908157,0.112659484
0.038994,0.099999033,0.131969055,0.112589508
0.038995,0.099998026,0.091351153,0.112655535
0.038996,0.099996664,0.119539322,0.112550989
0.038997,0.099994947,0.131742819,0.11257378
0.038998,0.099992874,-0.04839102,0.112652004
0.038999,0.099990446,0.02715428,0.111816064
0.039,0.099987663,0.140052085,0.111328781
0.039001,0.099984525,0.1178763,0.111456789
0.039002,0.099981031,0.093426967,0.111455813
0.039003,0.099977182,0.078798443,0.111336611
0.039004,0.099972978,0.061315204,0.111129999
0.039005,0.099968419,-0.02883119,0.11080496
0.039006,0.099963504,0.050531269,0.11007715
0.039007,0.099958235,0.049647525,0.109758601
0.039008,0.09995261,0.102111529,0.109442294
0.039009,0.09994663,0.203741459,0.109385207
0.03901,0.099940295,0.073058878,0.109836251
0.039011,0.099933605,0.107573345,0.109641619
0.039012,0.099926559,0.112499641,0.109635681
0.039013,0.099919159,0.051240679,0.109630167
0.039014,0.099911404,0.083749222,0.109337211
0.039015,0.099903293,0.077813626,0.109183773
0.039016,0.099894828,0.014111896,0.108994663
0.039017,0.099886008,0.1044042,0.108483709
0.039018,0.099876833,0.111618187,0.108432382
0.039019,0.099867303,0.068371335,0.108425193
0.03902,0.099857418,0.107160064,0.108220108
0.039021,0.099847179,0.06219813,0.108219691
0.039022,0.099836584,0.056188311,0.107979633
0.039023,0.099825635,-0.00736597,0.107666239
0.039024,0.099814331,0.168232856,0.10706608
0.039025,0.099802673,0.144367112,0.107360482
0.039026,0.09979066,0.033367927,0.107543729
0.039027,0.099778292,0.128571548,0.107152551
0.039028,0.09976557,0.117475337,0.107245944
0.039029,0.099752494,0.120530518,0.107280903
0.03903,0.099739063,0.133081738,0.107335769
0.039031,0.099725277,0.059914284,0.107418269
0.039032,0.099711137,0.043234568,0.107141525
0.039033,0.099696643,0.15823363,0.106795646
0.039034,0.099681795,0.08768118,0.107061103
0.039035,0.099666593,0.14406263,0.106944367
0.039036,0.099651036,-0.008684866,0.107096121
0.039037,0.099635126,0.117431754,0.106494054
0.039038,0.099618861,0.06568084,0.106540367
0.039039,0.099602243,0.080533422,0.10631071
0.03904,0.09958527,0.029710685,0.106140375
0.039041,0.099567944,0.081883331,0.105728216
0.039042,0.099550264,0.057620387,0.105586328
0.039043,0.09953223,-0.018403655,0.105321743
0.039044,0.099513843,0.100058014,0.104655623
0.039045,0.099495102,0.00244701,0.104621559
0.039046,0.099476007,-0.034919536,0.104085878
0.039047,0.099456559,0.036122502,0.103375793
0.039048,0.099436758,0.055185665,0.102985755
0.039049,0.099416603,0.006706756,0.102690347
0.03905,0.099396096,0.12185361,0.102156743
0.039051,0.099375235,0.034420265,0.102232799
0.039052,0.09935402,0.070682628,0.101884052
0.039053,0.099332453,-0.013880574,0.101686344
0.039054,0.099310533,0.044963532,0.101063728
0.039055,0.09928826,0.041528998,0.100772589
0.039056,0.099265635,0.056686589,0.100431621
0.039057,0.099242656,0.016782421,0.100209922
0.039058,0.099219325,0.15313015,0.099780545
0.039059,0.099195642,-0.022375813,0.100054517
0.03906,0.099171606,0.022379079,0.099424452
0.039061,0.099147218,0.101283548,0.099003747
0.039062,0.099122477,0.053619435,0.099015296
0.039063,0.099097384,-0.011355378,0.098771691
0.039064,0.099071939,0.05990733,0.09820798
0.039065,0.099046143,0.039575416,0.09798795
0.039066,0.099019994,-0.042427612,0.097690612
0.039067,0.098993493,0.015729876,0.096916854
0.039068,0.098966641,-0.02547349,0.096508533
0.039069,0.098939437,0.017204612,0.095855922
0.03907,0.098911881,0.055222857,0.095470771
0.039071,0.098883974,0.112705375,0.095310077
0.039072,0.098855716,-0.004621168,0.095388532
0.039073,0.098827106,0.096972325,0.094845384
0.039074,0.098798146,-0.018355542,0.094847798
0.039075,0.098768834,0.04401712,0.094290882
0.039076,0.098739171,-0.134540934,0.094073258
0.039077,0.098709158,-0.016655172,0.092890352
0.039078,0.098678794,0.004278403,0.092308775
0.039079,0.098648079,-0.140848027,0.091842219
0.03908,0.098617014,-0.020771007,0.090636536
0.039081,0.098585598,0.111043186,0.090051845
0.039082,0.098553832,0.110371213,0.090132691
0.039083,0.098521716,0.005494788,0.090221152
0.039084,0.09848925,0.004117424,0.089758821
0.039085,0.098456433,-0.024004156,0.089289851
0.039086,0.098423267,-0.011813108,0.088692218
0.039087,0.098389752,-0.033872564,0.088186771
0.039088,0.098355887,0.115414047,0.087523319
0.039089,0.098321672,0.025245206,0.087643556
0.03909,0.098287108,0.108970333,0.08731693
0.039091,0.098252195,-0.000404419,0.087432235
0.039092,0.098216932,-0.03870508,0.086969957
0.039093,0.098181321,-0.070735988,0.086308882
0.039094,0.098145361,-0.033909938,0.085491404
0.039095,0.098109052,0.022938228,0.084863201
0.039096,0.098072394,0.037580246,0.08453536
0.039097,0.098035388,0.02990242,0.084293932
0.039098,0.097998034,0.024591366,0.083998784
0.039099,0.097960332,0.044674276,0.08370395
0.0391,0.097922281,-0.018891798,0.08349286
0.039101,0.097883883,0.028063764,0.08294788
0.039102,0.097845136,-0.09326007,0.082619704
0.039103,0.097806043,0.011660924,0.081687234
0.039104,0.097766601,0.015414819,0.081324324
0.039105,0.097726812,0.038406964,0.080981538
0.039106,0.097686676,-0.064466828,0.080726869
0.039107,0.097646193,0.075327443,0.079964295
0.039108,0.097605363,-0.017668916,0.079923481
0.039109,0.097564186,-0.008233983,0.079425067
0.03911,0.097522663,0.056887432,0.078966498
0.039111,0.097480793,0.011196469,0.078847468
0.039112,0.097438577,-0.011968352,0.078517973
0.039113,0.097396014,0.026983837,0.078060791
0.039114,0.097353106,0.156215033,0.077805877
0.039115,0.097309851,0.000969617,0.078203321
0.039116,0.097266251,0.069764424,0.077825844
0.039117,0.097222305,0.028061917,0.077783585
0.039118,0.097178014,0.033506775,0.077556029
0.039119,0.097133377,0.094109658,0.077313028
0.03912,0.097088396,0.114940677,0.077367246
0.039121,0.097043069,-0.00216446,0.077529788
0.039122,0.096997398,-0.005980264,0.077136278
0.039123,0.096951381,-0.085819432,0.076711267
0.039124,0.096905021,-0.006403104,0.075858764
0.039125,0.096858316,-0.009803093,0.075446263
0.039126,0.096811267,0.06761701,0.075044662
0.039127,0.096763874,0.009657348,0.075030416
0.039128,0.096716137,0.072358692,0.074707106
0.039129,0.096668057,0.051996616,0.074705727
0.03913,0.096619633,0.014939822,0.07457827
0.039131,0.096570866,0.028422787,0.074277215
0.039132,0.096521756,-0.055348951,0.074024007
0.039133,0.096472302,0.118023372,0.073349975
0.039134,0.096422506,0.013387847,0.07356894
0.039135,0.096372368,-0.031591119,0.073211759
0.039136,0.096321887,0.076327591,0.07268367
0.039137,0.096271064,0.082260279,0.072681218
0.039138,0.096219898,0.01033556,0.072727799
0.039139,0.096168391,-0.00851244,0.072431341
0.03914,0.096116542,-0.053526761,0.072007656
0.039141,0.096064352,0.060548412,0.07139571
0.039142,0.09601182,-0.070671313,0.071324661
0.039143,0.095958947,0.019587812,0.070611946
0.039144,0.095905733,0.045665825,0.070343576
0.039145,0.095852179,0.161653904,0.070195764
0.039146,0.095798284,0.032051824,0.070665248
0.039147,0.095744048,0.124703299,0.070441201
0.039148,0.095689473,0.022111341,0.070689104
0.039149,0.095634557,0.107112177,0.0704524
0.03915,0.095579301,0.166217806,0.070621178
0.039151,0.095523706,-0.013347893,0.071130954
0.039152,0.095467772,-0.00424089,0.070721172
0.039153,0.095411498,0.006020866,0.070310779
0.039154,0.095354886,0.114963214,0.069949344
0.039155,0.095297934,0.130570156,0.070165493
0.039156,0.095240644,0.154148798,0.070472479
0.039157,0.095183016,-0.067581223,0.070918165
0.039158,0.095125049,0.136761524,0.070202842
0.039159,0.095066744,0.043709473,0.070508316
0.03916,0.095008102,0.104421083,0.070343815
0.039161,0.094949122,-0.002505974,0.070493095
0.039162,0.094889805,0.021048962,0.070052899
0.039163,0.09483015,0.051725932,0.069806173
0.039164,0.094770159,0.018329028,0.069683217
0.039165,0.09470983,0.038890335,0.069411196
0.039166,0.094649166,0.071137642,0.069254629
0.039167,0.094588165,0.05308872,0.069241621
0.039168,0.094526828,0.195727994,0.069183074
0.039169,0.094465155,0.042545983,0.069825619
0.03917,0.094403146,0.120898072,0.069675937
0.039171,0.094340802,0.1297251,0.069915459
0.039172,0.094278123,0.081802078,0.070223197
0.039173,0.094215109,0.170431957,0.070284501
0.039174,0.09415176,0.108016567,0.070789993
0.039175,0.094088077,0.110396175,0.070972294
0.039176,0.094024059,-0.0596005,0.071182065
0.039177,0.093959707,0.125537333,0.070485495
0.039178,0.093895022,-0.004827228,0.070745565
0.039179,0.093830003,0.147208738,0.070336759
0.03918,0.09376465,0.109601638,0.070731074
0.039181,0.093698964,0.192870995,0.070931688
0.039182,0.093632945,0.058355174,0.071556091
0.039183,0.093566594,0.105419688,0.071444713
0.039184,0.09349991,0.053954036,0.07160046
0.039185,0.093432894,0.091060467,0.071501143
0.039186,0.093365546,0.12036556,0.071582332
0.039187,0.093297867,0.081584328,0.071810029
0.039188,0.093229855,0.130109142,0.071849182
0.039189,0.093161513,-0.020654304,0.072136596
0.03919,0.093092839,0.157667595,0.071635172
0.039191,0.093023835,0.046764919,0.072076343
0.039192,0.0929545,0.125434141,0.071912214
0.039193,0.092884835,0.011848891,0.072164461
0.039194,0.09281484,0.027377274,0.071827173
0.039195,0.092744515,0.139995916,0.071559153
0.039196,0.092673861,0.09995455,0.071899623
0.039197,0.092602877,0.074059487,0.072005004
0.039198,0.092531565,0.039260828,0.072021723
0.039199,0.092459923,0.074050118,0.071849413
0.0392,0.092387953,0.043289809,0.071840227
0.039201,0.092315655,0.061449873,0.071646512
0.039202,0.092243029,0.209637077,0.07158538
0.039203,0.092170075,0.114471544,0.072265983
0.039204,0.092096793,0.092888524,0.072468787
0.039205,0.092023185,0.131816842,0.072572246
0.039206,0.091949249,0.131560037,0.072838917
0.039207,0.091874987,0.109948618,0.073120855
0.039208,0.091800398,0.049460767,0.073292829
0.039209,0.091725483,0.086984613,0.073148407
0.03921,0.091650242,0.088871177,0.073216654
0.039211,0.091574676,0.123741746,0.073295191
0.039212,0.091498784,0.059343819,0.073566534
0.039213,0.091422567,0.130474904,0.073488235
0.039214,0.091346025,0.074496034,0.073782176
0.039215,0.091269159,0.106614998,0.073784716
0.039216,0.091191968,0.131226999,0.073955655
0.039217,0.091114453,0.045794291,0.074259393
0.039218,0.091036615,0.123179936,0.074054837
0.039219,0.090958453,0.195635803,0.074282065
0.03922,0.090879968,0.198195687,0.07488817
0.039221,0.09080116,0.140989314,0.07552848
0.039222,0.09072203,0.147272785,0.07580436
0.039223,0.090642577,0.066761311,0.076151818
0.039224,0.090562802,0.068120197,0.076105624
0.039225,0.090482705,0.266424918,0.076053903
0.039226,0.090402287,0.19895152,0.077022463
0.039227,0.090321548,0.196254445,0.07764484
0.039228,0.090240487,0.176050184,0.078227632
0.039229,0.090159106,0.174430463,0.078701243
0.03923,0.090077405,0.058294618,0.079145133
0.039231,0.089995384,0.174825825,0.079011858
0.039232,0.089913043,0.111480394,0.079504266
0.039233,0.089830382,0.091560344,0.079691462
0.039234,0.089747402,0.186133839,0.079736963
0.039235,0.089664104,0.181689387,0.080251291
0.039236,0.089580486,0.191482339,0.080706522
0.039237,0.089496551,0.199846094,0.08123818
0.039238,0.089412298,0.190734553,0.081842408
0.039239,0.089327726,0.183736804,0.082407936
0.03924,0.089242838,0.160212627,0.082918316
0.039241,0.089157632,0.158083695,0.083310753
0.039242,0.08907211,0.228721968,0.083680011
0.039243,0.088986271,0.091970772,0.084403664
0.039244,0.088900116,-0.016317413,0.084427312
0.039245,0.088813645,0.113167389,0.083889633
0.039246,0.088726858,0.169427071,0.084038883
0.039247,0.088639757,0.026511592,0.08445859
0.039248,0.08855234,0.181820839,0.084162652
0.039249,0.088464609,0.101411856,0.084653169
0.03925,0.088376563,0.2930586,0.084718667
0.039251,0.088288203,0.234229626,0.085760891
0.039252,0.08819953,0.160384877,0.086497739
0.039253,0.088110543,0.215953498,0.086859293
0.039254,0.088021244,0.135800233,0.087510869
0.039255,0.087931631,0.219357647,0.087768674
0.039256,0.087841706,0.129057234,0.088422798
0.039257,0.087751469,0.178346799,0.088596672
0.039258,0.08766092,0.114295186,0.089046985
0.039259,0.08757006,0.117710086,0.089158244
0.03926,0.087478888,0.17853453,0.089293189
0.039261,0.087387406,0.130791487,0.089713901
0.039262,0.087295613,0.275654698,0.089893237
0.039263,0.08720351,0.126930743,0.090838522
0.039264,0.087111098,0.174700061,0.090993367
0.039265,0.087018375,0.146443648,0.091388896
0.039266,0.086925344,0.180832941,0.091650628
0.039267,0.086832004,0.068617201,0.092033543
0.039268,0.086738355,0.28125108,0.091900527
0.039269,0.086644398,0.137987156,0.092827484
0.03927,0.086550133,0.0833818,0.093015164
0.039271,0.086455561,0.165403466,0.09294726
0.039272,0.086360681,0.178856333,0.093316615
0.039273,0.086265495,0.249554567,0.093736619
0.039274,0.086170002,0.25737354,0.094511822
0.039275,0.086074203,-0.004404761,0.095323689
0.039276,0.085978098,0.150808721,0.094805464
0.039277,0.085881687,0.136913063,0.095059857
0.039278,0.085784972,0.222516104,0.095258921
0.039279,0.085687952,0.11869782,0.095879532
0.03928,0.085590627,0.180841708,0.09602502
0.039281,0.085492998,0.217544113,0.096412495
0.039282,0.085395065,0.115813308,0.097022578
0.039283,0.085296829,0.101030049,0.097076274
0.039284,0.08519829,0.217419826,0.097074166
0.039285,0.085099448,0.109965211,0.097666845
0.039286,0.085000304,0.300917942,0.097697183
0.039287,0.084900858,0.116455974,0.098726913
0.039288,0.08480111,0.185207284,0.098798364
0.039289,0.084701061,0.055043127,0.099183008
0.03929,0.084600711,0.128435686,0.098950319
0.039291,0.08450006,0.196416987,0.0990787
0.039292,0.084399109,0.099709422,0.099567235
0.039293,0.084297858,0.14362074,0.099535942
0.039294,0.084196308,0.328205709,0.099719837
0.039295,0.084094458,0.115883031,0.100859299
0.039296,0.08399231,0.097760771,0.100922719
0.039297,0.083889863,0.160727935,0.100894764
0.039298,0.083787118,0.130854552,0.101189554
0.039299,0.083684076,0.290713357,0.101323657
0.0393,0.083580736,0.11879839,0.10228505
0.039301,0.083477099,0.134681213,0.102341548
0.039302,0.083373166,0.207974599,0.102508262
0.039303,0.083268936,0.156033534,0.103037782
0.039304,0.083164411,0.06485864,0.103296854
0.039305,0.08305959,0.193189996,0.103081055
0.039306,0.082954474,0.214967902,0.103516668
0.039307,0.082849063,0.118972391,0.104071185
0.039308,0.082743358,0.223417012,0.104119204
0.039309,0.082637359,0.122713168,0.104704559
0.03931,0.082531066,0.199580743,0.10477145
0.039311,0.08242448,0.197618855,0.10521137
0.039312,0.082317601,0.114754494,0.105643064
0.039313,0.08221043,0.162125334,0.105675429
0.039314,0.082102966,0.18111343,0.105955899
0.039315,0.081995211,0.102202542,0.106289126
0.039316,0.081887164,0.112873053,0.106243201
0.039317,0.081778827,0.073739288,0.10625428
0.039318,0.081670199,0.050259652,0.10609585
0.039319,0.081561281,0.045432389,0.105849646
0.03932,0.081452073,0.253208895,0.105514169
0.039321,0.081342575,0.261045313,0.106251851
0.039322,0.081232789,0.105696455,0.107011676
0.039323,0.081122714,0.17802843,0.106993198
0.039324,0.081012351,0.247889535,0.107354552
0.039325,0.080901699,0.095302461,0.108062625
0.039326,0.080790761,0.207651376,0.107961789
0.039327,0.080679535,0.133531827,0.10842973
