,signal,deniosed,model_output
941,0.5358267949789959,1.4731039059778572,[-0.00154025]
942,0.48175367410171793,0.0536140301030172,[-0.00075329]
943,0.42577929156507893,1.5663778836924651,[-0.00232006]
944,0.3681245526846814,0.5093349988891889,[-0.00065923]
945,0.30901699437495467,0.46103165187032746,[-0.00193471]
946,0.2486898871648522,-0.2517900066363842,[-0.00198741]
947,0.18738131458572585,1.2198966832345992,[-0.00238711]
948,0.12533323356430232,0.09267540942107722,[-0.00104512]
949,0.06279051952931534,-0.09532819292004402,[-0.0022986]
950,5.879542597180472e-15,-0.16569566501509908,[-0.00237633]
951,-0.0627905195293107,-2.0533688779425305,[-0.00238777]
952,-0.1253332335642977,-0.16487687606168894,[0.00302389]
953,-0.1873813145857213,-0.21813437743404623,[-0.00238753]
954,-0.24868988716484772,0.8976006947632232,[-0.00238938]
955,-0.3090169943749503,-0.15429222720852326,[-0.00145835]
956,-0.3681245526846771,0.8976254918791,[-0.00238652]
957,-0.4257792915650747,0.11522277985258562,[-0.00145835]
958,-0.4817536741017138,-0.6239019334361731,[-0.00228507]
959,-0.5358267949789919,0.22086475034353992,[-0.00217433]
960,-0.5877852522924712,-0.630936257526964,[-0.00221104]
961,-0.6374239897486849,-0.924377310544586,[-0.00216664]
962,-0.6845471059286813,0.048236051921469625,[-0.00171042]
963,-0.7289686274214117,-0.015769095219830165,[-0.00232268]
964,-0.7705132427757914,-0.30313925443153933,[-0.00235141]
965,-0.8090169943749471,-0.36702877811826334,[-0.00237883]
966,-0.8443279255020126,-0.5618888974006666,[-0.00235952]
967,-0.8763066800438629,0.2898299056791114,[-0.00223569]
968,-0.9048270524660174,-0.24173360283180184,[-0.002154]
969,-0.9297764858882507,-0.011814891676929062,[-0.00238813]
970,-0.9510565162951518,-0.23082825319731426,[-0.0023498]
971,-0.9685831611286322,-0.35152790116633126,[-0.00238878]
972,-0.9822872507286887,-0.7643036628046865,[-0.00236518]
973,-0.9921147013144783,-1.1020377197753322,[-0.0019931]
974,-0.9980267284282716,-0.3838121871514811,[-0.00129504]
975,-1.0,-1.5291849037443772,[-0.00235269]
976,-0.9980267284282717,-1.4876698590530175,[0.00018414]
977,-0.9921147013144784,-1.1886888508221614,[8.903444e-06]
978,-0.9822872507286903,-2.229913863943775,[-0.00105146]
979,-0.9685831611286325,-0.7612656434817501,[0.00425213]
980,-0.9510565162951521,-0.5699731196047004,[-0.00199769]
981,-0.9297764858882511,-0.5370401123959992,[-0.00222833]
982,-0.9048270524660209,-1.3496164948359541,[-0.00225727]
983,-0.8763066800438636,-1.2496177270919706,[-0.00052411]
984,-0.8443279255020172,-0.2896611206399755,[-0.00086338]
985,-0.809016994374952,-1.202465107890789,[-0.00238157]
986,-0.7705132427757921,-1.05669237429397,[-0.00101016]
987,-0.7289686274214173,-0.1210161465636741,[-0.00141165]
988,-0.6845471059286873,-1.3332120032026131,[-0.00238163]
989,-0.6374239897486913,-0.15814270788752086,[-0.00058237]
990,-0.5877852522924722,-0.9054429906047652,[-0.00238694]
991,-0.535826794978999,-0.665652441960717,[-0.0017483]
992,-0.48175367410171493,-0.11648045264103489,[-0.0021267]
993,-0.4257792915650758,-0.4752009517765204,[-0.0023808]
994,-0.36812455268468486,-1.5689854742389195,[-0.00230328]
995,-0.30901699437495145,-0.5705019099729624,[0.0003589]
996,-0.24868988716484888,-0.8774403527957448,[-0.00222782]
997,-0.1873813145857225,-0.6368746532015501,[-0.00180206]
998,-0.12533323356430598,-0.3191422653866609,[-0.00216002]
999,-0.06279051952931192,0.09943125992339058,[-0.00237489]
